translated	origin_language
The mouse is afraid of the cat, the cat is afraid of the dog, the dog is afraid of my brother, my brother is afraid of my aunt and my aunt is afraid of the mouse.	de
Digital codified information in DNA and complex circuits and information processing systems operating in living cells are best explained by the activity of truly planning intelligence.	es
"""I have a really annoying neighbor. Can someone teach me a trumpet?""- ""It will be funny!- ""Manometer! You're right! Thank you!"""	de
A little girl who is mother tongue usually knows many things about her language that a non -native speaker who has studied her for years continues to know and perhaps will never know.	ru
"When I was younger, I hated going to weddings. My grandmothers and aunts squeezed around me, they gave me a snatch in the side and gave ""you are the next one! You are the next!""They interrupted this absurdity only when I started doing the same thing at the funeral."	ru
Madame would like to sit? Henriette, make sure that these ladies are seated. I am in a hurry, my dear, and I don't have time to sit.	fr
To claim the conspicuous inheritance that his distant prozius has left to her in his will, I am happy to inform her that everything he has to do is carry out a bank transfer of $ 500 a one -off on the following account.	ru
"Welcome.""I'm Honda. I have a reservation for 10.""""Thank you for coming. Today, we will provide a taxi service. It will take a little more because the taxi arrives, then, to please, wait here, if you don't mind.""""Okay then, I'm going to smoke a cigarette while I wait."""	ru
Two cells (a sperm and one egg) come together to form a new cell (the embryo), which is replicated by dividing in geometric progression, up to forming a human being, which has about 37 trillions of cells.	ru
I have somehow studied all these utopias on the creation of a perfect language or of an original adamitic language, up to those languages ​​that are called universal, such as Esperanto, the VoPük and others that do not aim to be perfect languages ​​but auxiliary languages.	ru
"Recently, there have been a lot of discussions on the role of the United Kingdom in the EU. First, the rebellion of deputies in the House of Commons, then Cameron's attempts to redefine the EU policy (aimed at ""repatriation of powers"") and now a debate of the workers' party on how to manage relations with Europe."	fr
The unwavering capacity of man to believe what he prefers rather than what the evidence shows to be likely and possible always amazed me. We languish from an attentive universe that will save us from our childish errors, and faced with mountains of evidence otherwise we will hang our hopes with the thinnest doubts. We have not proven that God did not exist, so he must exist.	fr
The swimmer, Cindy Nicholas, barely managed to reach the shore to have to the end of the long swim, but a spokesman for the Channel Swimming Association announced that he was very fit.	ru
Sitting in the dark, writing on his computer, he hears the noise of birds that spray in the morning, and realizes that he was awake all night;But the insomniac still refuses to sleep.	fr
The witch understood that there was no help to expect from her old servants, and that the best thing to do was to ride her broom and get started in pursuit of the children.	fr
A cool wind surrounded Maria and played with her long hair while sitting in the meadow and looking up at the clouds, which pulled over the night sky in the silver light of the moon.	de
"I told him before the best solution for him is to look for true friends who will console him when he needs emotional support, instead of transmitting in Broadcast on Fig Hunter, for reasons that everyone should know now. He already has his introverted site! Why should he feel the need to continue talking about his feelings about Fig Hunter when he already knows what will come out? I understand that he considers Fig Hunter his ""home"", and the members in it his ""guests"". However, not even Pseudo behaved like the most pretty of guests. He quarreled with people and openly insulted them. If it is justified to do this or not it is irrelevant. What matters is that he doesn't have time to do things like this. Responding to these people is a complete loss of time, when he could and had to be at work on his games or art or study for the university."	ru
Our atmosphere consists of 21 % oxygen, necessary for breathing, 78 % nitrogen and 0.9 % argon. The other 0.1 % consists of water vapor, carbon dioxide, neon, methane, krypton, helium, xenon, hydrogen, nitrous oxide, carbon monoxide, nitrogen dioxide, sulfur and ozone dioxide.	fr
Remember that the purpose of the Tatoeba project is to create example phrases that can be used to study languages. It is not really a place to contribute phrases that are not in their mother tongue because others correct them for you.	ru
Then, this fourteen -year -old boy learned, as in the tasks, what we hide from the girls until their first wedding night. He led the drawings of the anatomy book, those superb drawings of a bloody reality. He stopped to every organ, understanding the most secret of them, those on which the shame of men and women was built.	ru
Tom was an absurd peasant: he went with his Nike shoes, his latest generation and his rolex by the plot playing the tomatoes to see if they were mature.	es
There is nothing similar, in this phase of the world history in America, like an independent press. You know and I know. There is none of you who dare to write your honest opinions, and if you did it, you know in advance that it would never appear in printing I am paid weekly to keep my honest opinions out of the newspaper I am connected to. Others of you are paid with similar salaries for similar things, and anyone of you who would be foolish to write honest opinions would be out on the streets looking for another job. If I left my honest opinions to appear in a question of my cards, before 24 hours my occupation would have gone. The journalist's activity is to destroy the truth, to lie openly, to pervert, to defame, to crawl at the feet of Mammon, and to sell his country and his race for his daily bread. You know and I know, and what madness is this toasting for an independent print? We are the puppets, they pull the threads and we dance. Our talents, our possibilities and our lives are all properties of other men. We are intellectual prostitutes.	ru
Roger Miller's father died when he was a year old and his mother fell ill soon after. He was therefore sent to live with his uncle to Erick, in Oklahoma.	fr
One of the employee's customs is to meet almost every day in a bar or restaurant at the end of the working day to get intoxicated with alcohol and forget about their miserable life until the next day.	es
The members of his crew often complained that Christopher Columbus monopolized the Wi-Fi connection of his boat to play online games, but he denied these accusations with indignation, claiming that he was looking for distant lands that would not have been discovered yet.	es
Among human beings, the submission of women is much more complete at a certain level of civilization than what is among the savages. And the subjection is always strengthened by morality.	ru
Condensation stelae are long and narrow ice crystals that are formed behind the airplanes to great altitude at temperatures below zero. They are the result of water vapor condensation contained in the jet escape.	es
Russia must control Western Europe to deprive the United States of its allies in the western part of Eurasia, while China has to drive the United States from the Far East. In this way, the United States is said to be handed over and are more responsible for spending money to fight poverty and building schools for its children instead of destroying the foundations of impoverished countries such as Iraq, Afghanistan and Yemen.	fr
"Not only is it considered one of the most important works of the art of the twentieth century, but it has become a true ""icon of the twentieth century"", a symbol of the terrible sufferings that war inflicts on human beings."	es
Today, the information moves around us in many forms, every hour of every day. Even if we do not look for news on our own, we often receive them anyway, instantly, on our phones.	ru
The planning committee was commissioned to collect and analyze information that should form the background to determine actions that will support the association in fulfilling its mission.	de
"In Hans Christian Andersen's classic fairy tale ""Des Kaiser Neue Dressen"", two fraudsters promise a emperor beautiful new dresses who are invisible to everyone who is unsuitable for their position, unfair or stupid."	de
"When the king of your opponent, who is in the first (or eighth) row, is blocked by his own pawns or pieces, if you can, with the lady or a tower, give him check, even if this initially requires one or two sacrifices, the result of this maneuver will be the mate check. In Brazil, we call this type of game ""mate of the hall"" or ""drawer mate""."	es
"When I was younger, I hated going to weddings. My grandmothers and aunts squeezed around me, they gave me a snag in the side and chuckled ""you are the next one! You are the next!""They interrupted this absurdity only when I started doing the same thing at the funeral."	ru
"When the thief arrived at the door he turned and said: ""You stay here for half an hour without moving. After that time, I will notify the police, to release it."""	es
A camel is often a gentle and friendly, tame animal that occurs often in Africa, especially in the deserts of Libya, Numidia and the barbarian states, and the Africans estimate their wealth.	de
"""What is your illness doing?""""She does what she wants, and since neither me nor nobody can do anything to change this, I decided not to think about it.»»"	fr
American researchers have developed an artificial intelligence system to automatically generate phrases in order to compose poems! The system was trained using a collection of texts of about 12,000 e-books (about 80 million sentences), mostly narrative.	ru
But I will always be sincere with you about the challenges we face. I will listen to you, especially when we are disagreeing. And above all, I will ask you to join the work of reconstruction of this nation, in the same way that it has been done in the United States for 221 years;Block by block, stone by stone, caller hand after caller hand.	fr
No neutrality cannot be admitted between those who violate the law and those who observe it. Neutrality does not mean impassiveness, but impartiality. However, one cannot be impartial between law and injustice.	fr
It was Franklin Delano Roosevelt in 1939 who caused again, when moving the day of thanks to the third Thursday of November. Until that time, the Americans celebrated these parties on the last Thursday of November, the day that was first established by Lincoln. The new date was Roosevelt's attempt to extend the Christmas shopping season and boost the country's economic reactivation after the great depression.	es
"""Mary, do you remember these little candies in the shape of a bottle flavored with the syrup that we ate when we were children?""Tom asked by putting ten in his mouth at the same time."	fr
No century of pure barbarism has ever thought it was barbaric, but each still believed that the flowering of the centuries and the most perfect age of the human mind and society.	de
"Viswanathan (Vishs) Anand (Chennai, December 11, 1969) is a great Indian Master. He was named ""Indian millennium sportsman"" and allowed 11 million children by his state, Tamil Nadhu, to study failures at school."	fr
To say that what is not, or what is not is, is a wrong statement;And to say that what is, or what is not, is not a true one.	de
The sea returns the vessels to these quiet edges;/ The hymen promises its fruits, the earth its treasures./ I give everyone laws, fields, homes./ But our fate follows us in these new asylums: / A contagious air, exhaling its poison, / load of its vapors the burning season: / The dried up water, the grass dies, and the sterile year / sees on its blackened forehead.	fr
The warm sun of a bright spring day, in the year of the Lord in 1574, seemed down to the beautiful city, with its wide squares and streets and its elegant villas, their impressive churches, and on the calm channels that were getting caught between them, fed out of the water of the sluggish Rhine.	de
A past pedestrian is the one who no longer has (neither in his own column nor in the two adjacent columns) an opposing pedestrian who can prevent him (blocking or capturing) his advancement until the last line of the chessboard.	ru
In 1609, Galileo learned about the invention of binoculars, a device that made remote objects appear closer. Galileo used his mathematical knowledge and technical skills to improve the binoculars and built a telescope.	de
Looking at the flowers I suddenly thought that human beings too had a good side. They are the ones who discovered the beauty of the flowers and it is also humans who can appreciate it.	fr
My dog ​​is called Belysh. I taught him this summer to put my paw. Every morning I wake up early and give him food. Then let's go for a walk. He defends me from other dogs. When I go by bike, it runs beside me. He has a friend, his name is Chernyshka. He likes to play with her. Belysh is a very kind and intelligent dog.	ru
Streusand in a sensitive device or a crack in one of its high -performance lenses would not disturb more than a strong emotion in a mind like his.	de
"On the wall there was a picture of Maria with a threatening index finger, on which she looked, as if she was reading the levites to the viewer. Below was the lettering ""I determine here!""attached."	de
An Algerian is not a Kabyle and the opposite is true. Hence the hatred of the Algerians towards the Kabyles, and that will never change as long as the Kabyle is Kabyle.	fr
Like the inscriptions on Rosette stone indicate the activity of an old scribe and a computer program a programmer, I argued that the digital code discovered in the DNA molecule suggests the activity of a planning spirit behind life.	fr
"In the amusement park, Mary found a child just crying, and spoke softly.""Hey, Mijito, what happens? Are you lost? Do you want me to take you to the Department of Lost Children?"	es
"""He who thinks is. Conversely: the one who is not, does not think. However, can we also oppose this assertion that the one who does not think, is not?""The rock there does not think, and yet it is.»»"	fr
If only there were bad people insidiously committing bad actions somewhere and it was only necessary to separate them from the rest of us and destroy them. But the border separating the voucher from the bad split the heart of each human being. And who is ready to destroy a piece of his own heart?	fr
After many years of thinking, I came to the conclusion that the meaning of life for everyone is looking for it: Each of us is a unique individual, and each of us carries the potential to find and meet a unique order in life.	de
Tom and Mary did not understand the deep meaning of the sentence in which they were however and said that it must be really hard to understand the meaning of sentences where they were not.	fr
Two balls of the same size (one in iron, the other in wood) falling from the top of a tower, that in iron, because it has a greater gravitational load (because it is heavier), is attracted with more strength, but, on the other hand, precisely because it has more mass (inertia), it offers greater resistance to fall. Result: the two touch the ground at the same time, as Galileo has demonstrated.	fr
Is a new mass extinction coming? Everything leads me to fear that the cursed war industry is about to reach, with its sinister nuclear arsenal, the stupid goal of extinguishing life on earth.	ru
As I do not speak Spanish so frequently, I can speak (or, rather, write) in a more or less correct way, but I do not have much color or variety in my language. I always use the same structures, the ones I know, not to be inventing ways to express something and sound like I am speaking English. I say the same over and over again, without many idiomatic expressions, and when I try to use the ones I know, irrigation. Meanwhile, with English, I don't dominate perfectly either, I have that variety, and that experience of talking a lot with colleagues of my age, knowing ways of expressing themselves.	es
Death is something we are often discouraged to speak or even think, but I understand that preparation for death is one of the most donating things that can be done. Thinking about death clarifies life.	ru
The endless brooding over the reason of your own existence or the meaning of life in general appears to me, speaking objectively, Schierer Wahnwitz.	de
This little house looks just like the small house where my grandmother lived as a little girl, on a hill covered by daisies and with apple trees.	de
Solar energy seems to offer more hope than any other source of energy, in particular because the areas most in need of water are rather close to the equator and have a relatively clear atmosphere.	ru
Inviting his French hosts to dinner at the elegant Parisian restaurant was certainly a waste for Tom, but he had not visited them several years ago, and the gesture expressed his sincere gratitude towards his generous hospitality.	es
But the one who is a student has an obligation because he has more possibilities to understand the economic and social phenomena and the realities of the world;It has the obligation to be a dynamic factor of the change process, but without losing the profiles, also, of reality.	es
If men were angels, no government would be necessary. If angels rule men, no external or internal control over the government would be necessary. By forming a government that will be administered by men about men, the great difficulty resides here: you must first allow the Government to control the governed and then force him to control himself.	es
This linus one day reproached Hercules for not being studious;So, in his rage, the boy suddenly took the lyre and struck with all his strength the head of the unfortunate teacher who, prostrated by the blow, died soon after. And no one, after that, wanted to take care of such a task.	fr
There are known certainties;There are things we know we know. We also know that there are known uncertainties;That is to say that we know that there are things that we do not know. But there are also unknown uncertainties - those we do not know that we do not know them.	fr
"Alan Garner is the oldest writer who has ever come into the closer choice for the ""Booker Prize"", the best -known Literature Prize in Great Britain every year. He is also the only British author who came into this selection this year."	de
At first it was skeptical about Tom, but then I have met him and I have learned to appreciate him, and I do not want to be missing in our working group.	es
If you take a child outside and point the moon, the child will look at the moon. If you do the same with a dog, the dog will look at the finger.	fr
What a tougher face! He made a pool, approached the referee and, once he had taken the red to the other team, he walked so normal!	es
Over the next 15 years, architects, planners and community developers will work together to transform 140 hectares of industrial wasteland into 6,500 houses, two shopping centers, a marina, a primary and secondary school and park landscape.	de
I want to thank my partner on this journey, a man who campaign with the heart, and spoke to the men and women with whom he grew up on the streets of Scranton, and returned with the train to the home in Delaware, the elected vice president of the United States, Joe Biden.	ru
"""'Tom just lives away for an hour' - Maria said that at school today. What does that mean, mom?""- Mama was committed briefly.""Well,"" she then initiated her answer, ""you can specify a distance in a unit of time if you have previously set a speed as a conversion constant. This could be the average speed of a pedestrian, a bicycle or a car. Without context, however, the most natural choice is the vacuum light speed. Tom about one billion kilometers away, possibly on an asteroid near Saturn. ”"	de
Like Burla, some students freed three goats in their school after painting the numbers 1, 2 and 4 on the sides of the goats. The teachers spent most of the day looking for goat number 3.	ru
I left free in the afternoons of 20 and 21, and I would like to know if Mr. Grant could participate in a meeting in one of these two dates.	fr
I am studying thirty -one languages ​​because I want to get to know the world better, which I once avoided, for example, to read texts with a wrong translation and to communicate with my friends in their mother tongue, since some of them do not speak English, or, if they do, they cannot express what they exactly feel or think.	ru
From September 26 to 28, 2015, nine people from five countries gathered in Brno (Czech Republic) to have fun together by learning and using the Toki Pona language. In this video, they are in a university botanical garden and talk about what they see.	fr
From next week, all in Italy all publicly and privately employees have to show a digital corona health certificate if they are not unpaid and want to pay up to € 1500.	de
People have to talk about something just to keep their laryngi able to work, in order to have beautiful laryngi in the future, in the event that there will never be something truly significant to say.	ru
The most merciful thing of this world is, in my opinion, the inability in which the human mind is to relate all its contents. We live on a placid island of ignorance in the middle of the black seas of the infinity, and it was arranged that we do not travel very far. The sciences, trying each of them to advance in their own direction, little damage caused us so far, but the day will come when the fact of gathering so many dissociated knowledge will open before us some terrifying panoramas about reality and about the frightful position we occupy in it, that we will go crazy because of this revelation or flee from the deaddarkness.	es
Life is so long that you have time to change my mind several times and not remember it. This is why youth are on the left and that old age is right.	fr
The economic development of the post -war period of the nations won can be rapid if they are not sacked by the winners. For this there are two reasons. First, not everything was destroyed: some things are simply broken;and relatively small rehabilitation effort has multiplied by the value of what remains repairable. The second thing is the disabling of the structures of power rooted, which often stand out as a progress bar.	ru
Laban searched the whole tent, and found nothing. She says to her father: that my Lord does not get angry, if I cannot get up before you, because I have what is ordinary to women. He sought, and did not find the Theraphim.	fr
You were alive when you were born and you are alive now, so you must have been alive in every intermediate point. This implies that everyone's life is convex.	ru
But artificial intelligence is reaching me and, after a big step forward in 2016, there is almost no language that I can translate better than the artificial intelligence system developed by the Google Brain team.	ru
The gravitational force between two objects is proportional to the product of the two masses and vice versa to the square of the distance between the priorities.	de
The mercury rover avoids the daytime side where temperatures can exceed 400 degrees Celsius, but travels on the night where the temperatures are lower than less than 100 degrees Celsius.	ru
Once Zhuangzi dreamed that he was a butterfly, but when he woke up he was not sure if he was Zhuangzi who had dreamed of being a butterfly or if it was a butterfly that was dreaming that it was Zhuangzi.	es
If Tatoeba creates an addiction, does this mean that hopes are more dependent than speakers of other languages, and can this dependence be the basis of a new common culture?	fr
“Well, my prince, Genoa and Lucca are just nomination, areas of the Bonaparte family. No, I warn you that if you don't tell me that we have war, if you still allow yourself to overcome all the infamies, all the atrocities of this antichrist - my word, I believe - I don't know you anymore, you are no longer my friend, you are no longer my faithful slave, as you say! Well, hello, hello. I see that I scare you;Sit and tell me all the news.»»	fr
Heat the sesame oil in the pan over medium heat, add the chicken, garlic and fry;When the color changes, pour the Chinese soup, add the Chinese cabbage and cook.	fr
This few words barely redouble their rage;/ Suddenly, such as in the shadows, eager for ravage, / short of wolfs devouring an awful battalion, / that hunger irritated the pressing, / and that the awful fruits of their wild love / wait in the night, altered by carnage;/ In the center of the city, at the height of the fights, / we fly to glory, or rather to the death./ On us the night extends its dark wings.	fr
The United States intends to reach, by 2025, the target of reduction of 26% to 28% of its emissions compared to 2005 for the entire economy and intend to strive to reduce their 28% emissions as much as possible. China plans to reach its peak in CO₂ emissions to 2030 as well as to deploy all possible efforts to reach its peak earlier and intends to increase the share of non -fossil fuels in primary energy consumption by 2030 by 2030.	fr
At the time when the sheep entered heat, I looked up, and I saw in a dream that the goats that covered the sheep were striped, spotted and marked.	fr
We, vulgar Internet users, are only raw materials, from which Google and Facebook extract our digital lives to manufacture the predictive products sold to companies that want to exploit us.	fr
The fault lies with the same hunters, because their dogs are so battered that they run here and there barking so strong that they frighten my goats and, like so many wolves, push them away from the slopes towards the shore.	ru
The first revolt is against the supreme tyranny of theology, of God's ghost. As long as we have a teacher in heaven, we will be slaves on earth.	es
"I told him before the best solution for him is to look for true friends who will console him when he needs emotional support, instead of transmitting in Broadcast on Fig Hunter, for reasons that everyone should know now. He already has his introverted site! Why should he feel the need to continue talking about his feelings about Fig Hunter when he already knows what will come out? I understand that he considers Fig Hunter his ""home"", and the members in it his ""guests"". However, not even Pseudo behaved like the most pretty of guests. He quarreled with people and openly insulted them. If it is justified to do this or not it is irrelevant. What matters is that he doesn't have time to do things like this. Responding to these people is a complete loss of time, when he could and had to be at work on his games or art or study for the university."	ru
"On behalf of the Brazilian president, Louis Ignace Lula Da Silva, Claude Soarez Rocha expressed his admiration for the sustained effort that hopes around the world are continuously, for the greatest dissemination of Esperanto. He wrote, among other things: ""We know that in the history of humanity, there have been languages ​​that have imposed themselves by the operation of political power, such as Latin, or to a certain extent, French and recently, English. We ardently wish, in truth, that one day Esperanto is accepted by the majority of nations as a language adopted in order to facilitate communication without linguistic privileges.»»"	fr
Thomas understands that natural laws and forces, space -time, electromagnetic and gravitational fields, energy, atoms, stars, galaxies, life - in short, everything was born from an indescribable singularity which mysteriously exploded: Big Bang.	fr
There is a theory that says when someone ever finds out exactly what the universe is there and why it is there, then it disappears on the spot and is replaced by a little more bizarre and incomprehensible.- There is another theory after which this has already happened.	de
Those who stole the stand no longer have, but work and create something good with their hands so that they have to give it.	de
For me, the big mistake in education is to try to teach children based on fear: the fear of failing an examination, the fear of obtaining bad grades and having to redouble, etc. On the other hand, curiosity can promote learning on a scale comparable to that of fear, such as the explosion of a Chinese factory to that of a firecracker.	fr
The culture of wearing the facial mask being anchored in Asian mores, little has changed in Asia, if not a visible increase in the number of people with a mask in public because of the COVID-19.	fr
I bought an autographed edition of Tom Miller's works for a ridiculous price of two hundred euros in a market. Ah, I stole that disoriented seller! I must confess to the church!	es
"How many slaves do you need to take from Africa? The African boss asked.""All who are over ten years old and live on the west coast of Africa from Morocco to South Africa,"" replied the Portuguese captain."	es
Jacob called Rachel and Léa, who were in the fields towards his herd. He said to them: I see, in the face of your father, that he is no longer towards me as before;But my father's god was with me. You know yourself that I served your father of all my power.	fr
Leovigildo expelled the last soldiers of Greek emperors;He repressed the audacity of the Franks, who in their incursions ravaged the Visigothic provinces south of the Pyrenees;He ended the species of monarchy that the Suevos had founded in Galicia;And he expired in Toledo, having promulgated political and civil laws, and having established peace and public order in his vast domains, which extended from coast to coast and also crossed the mountains of Vasconia, covering a large part of the ancient Narbonse Gaul.	es
At dawn of the morning there was the poor little one, with the ball and the smiling mouth, resting on the wall. He had been frozen to death on the last evening of the year;And the New Year's Sun went up and Brillo on a small corpse!	ru
"""If that continues for a long time,"" she said, ""I can't endure it anymore.""But it went on and she had to endure it without being able to do anything about it."	de
- In the name of the crucified son, swear to break the carnal ties that still attach you to father, mother, brothers, sisters, woman, relatives, friends, masters, kings, benefactors, and to any being to whom you would have promised faith, obedience or service.	fr
I have often noticed that young girls cannot be interested in serious works, however written for their good. It confuses me, I admit, because nothing can do them more good than an instructive reading.	fr
If you want to take a photo of someone in mid -air, record a video of the person jumping, watch the video, find the perfect moment in it and make a screenshot of that moment.	ru
Scientific collections are sets of physical objects with value for research and education, including cores from the bottom of the ocean and glaciers, seeds, extraterrestrial stones, cells, mineral, fossil samples and more.	fr
There is a big difference between learning a language to understand or say something in case of necessity, and the aspiration to the acquisition of a second language in order to express freely, almost as in the first language, the mother tongue.	es
Of the two equally large balls (one made of iron, the other from wood) that fall from the tip of a tower, the iron, because it has a larger gravitational load (because it is heavier), attracts with more strength, but on the other hand, precisely because it has more mass (sluggishness), offers greater resistance to falling down. Result: Both touch the floor at the same time, as Galileo showed.	de
If someone who does not know your background says he looks like a mother tongue, it means that he probably noticed something about your way of speaking that he made it clear that you were not a native speaker. In other words, you don't really look like a native speaker.	ru
"An Englishman, a Scottish, Irish, a Welsh, a gurkha, a Latvian, a Turk, an Australian, a German, an American, an Egyptian, a Japanese, a Mexican, a Spanish, a Russian, a Poolacco, a Lithuanian, a Jordan, a New Zealand, a Swedish, a Finnish, a Israelite, a Bulgarian, a Serbian,Swiss, a Greek, a singaporian, an Italian, a Norwegian, A Argentine, a Libyan and a South African went to a nightclub. The bouncer said, ""I'm sorry, I can't let you enter without a Thai."""	ru
"While they went on stage to accept the prize, Atwood told Evaristo, ""none of us expected to win this award. I am very surprised. I would have thought I was too old. And since I don't really need this attention, it makes me a lot like that you benefit from it.»»"	fr
Increasing the energy consumption of the poorest in the world to basic subsistence levels would not barely increase greenhouse gas emissions. What should be done is to reduce the extraordinary unnecessary energy excesses of the richest.	es
Tom has big plans today. First he goes to the jeweler to pick up the engagement ring, then he will buy a dozen red roses, and finally he makes a marriage proposal during lunch.	de
According to Canadian law, the mother tongue is the first language that someone learns at home, provided that he or she still understands this language at the time of the census.	de
A very common misunderstanding about Christopher Columbus is that once impressed a tribe of natives predicting a lunar eclipse. The truth is that he caused it.	es
"A man led to France when he was arrested by a police officer whom he greeted in French with a strong accent. Before asking him for his driver's license, the police asked, ""Are you a foreigner, sir? To which man replied: ""No, I'm English.»»"	fr
I looked around. I was on what seemed to be a small lawn in the garden, surrounded by rhododendrons bushes, and I noticed that their mauve and purple buds fell in the rain in the strokes.	fr
The combination is a tactical maneuver, generally in a sequence of two or more strokes, that a player performs by sacrificing material, often in a spectacular manner, in order to put the king of the opponent in failure or to put him in an irreparably disadvantageous situation.	fr
"""Imagine, two people talk and the one who still has to go to a shop in time to buy a gift, smells relieved that the same is still open.""- ""This is easy! You describe more or less, as my partner and I always spend Christmas Eve. This is always an amazing boom.""- ""Actually, I imagined this as a telephone conversation, in which the second spokesman explained the way to the first on the phone."	de
Whenever such a failure takes place in another department, I am attempted to call them idiots, but then people how she appears to demonstrate what true idiocy is.	ru
There are two types of people in the world: those who do great things, and those who take glory for it. Try to be the former, since there is less competition.	es
Remember that the purpose of the Tatoeba project is to create example phrases that can be used to study languages. It is not really a place to contribute phrases that are not in their mother tongue because others correct them for her.	ru
Since all of this has to be done without any human intervention, the main computer was programmed and extensively tested so that all corrections can be made spontaneously.	de
Shortly after, a Turkish dictator decided that all his people had to dress in the western way. Anyone who had disobeyed would have been sentenced to death. Subsequently, he returned to speak again with the astronomers of his discovery. And this time everyone believed that he was saying the truth.	ru
Subject and object are just one. The barrier between them cannot be said that it has been broken as a result of recent experiences in physical sciences, because that barrier does not exist.	es
"It is a real pleasure to hear him talk so delicately addressing a cat. I don't know why, but cats are usually ""tute"", although we have not authorized to do so."	es
But it would be sad collecting these phrases and keeping them for us, because you can do so many things with them ... that's why Tatoeba is open, our source code is open. Our information is open to the public.	es
For over 15 -year -olds, television was the leisure activity, which took 2.7 hours a day most of the time, on average just more than half free time.	de
My nerves are quite robust, Watson, but I have to admit that I was startled when I saw it on my door threshold.	de
The digital information contained in DNA is only part of a complex information processing system, an advanced form of nanotechnology which reflects and surpasses ours in terms of complexity, storage density and design logic.	fr
And the angel of God said to me in a dream: Jacob! I replied: Here I am! He says: Lifts his eyes, and looks: all the boucs that cover the sheep are striped, spotted and marked;Because I saw everything Laban does to you.	fr
"In that amazing ""Zugzwang"", the player had all his pieces and pawns on the board and was not under any direct threat, but only had suicidal movements, which led him to lose the game."	es
The information coded digitally in DNA and complex circuits and information processing systems that operate in living cells are best explained by the activity of real planning intelligence.	fr
In the strict sense of the term, a real democracy has never existed and will never exist. It is against the natural order that the large number should govern and that the few must be governed.	ru
We are traveling, the dogs and I, and we react to the descents, curves and climbs of the ground with the same instinctiveness with which a person would protect his eyes from the scorching sun or would remove his hand from a hot flame.	ru
The white rider on F3 was pinned by the black madman on G4, but he jumped and captured a black rider on E5, which allowed the black madman to capture the white lady on D1. It was a beautiful intuitive sacrifice. The whites won the match.	fr
"Nothing can catch an American by surprise. It has often been said that the word ""impossible"" was not French. Obviously, people looked in the wrong dictionary. In the United States, everything is easy, everything is simple and mechanical difficulties are solved before emerging."	es
"""I would like to cook this soup,"" said Maria, a pitched cookbook in front of her on the table, ""but I need Wakame for that.""- ""You can do that,"" replied Tom, ""for example in the Asian grocery on Schillerstrasse.""- ""There's that? Then let's go there!"""	de
Magazines allow publishers to write what they want and to decide how to put it on later, but this magazine gives priority to the layout and it therefore sets a predetermined limit to the number of words it contains.	fr
If I dedicated a lifetime to work, it would be possible to do a lot, even more than I believe, but I will not give my life to productivity.	es
"All history evidences: the languages ​​of the dominant states often lead to the disappearance of the languages ​​of the dominated states. The Greek engulfed the frigio. Latin ended the Iberian and the Gallic. Currently, 25 languages ​​are disappearing every year! I understand one thing: I am not fighting English, I fight for diversity. An Armenian proverb summarizes my thought: ""The more languages ​​you know, the more you are."""	es
Unlike her daughter, she was small, and her body was fatty on the sides. It is as if a human head had been attached to the body of a pig.	fr
If any of you survive in this fatal night and returns to Jamaica, say to the admiral that I was looking for the pirate when this deplorable event took place;Tell him that I hope I have always done my duty, and that I-.	ru
Thousands of leading digital resources have been published in format readable by machines, for a free consultation by the public, on the data.gov website and go from meteorological data to automobile safety rankings and at the cost of health procedures.	fr
The father's heart was glad to see his son who, eager for knowledge, learned so quickly and grew to became a scholarly priest, a true prince among the cultured men of his caste.	es
"The idea that God is a very large white man, with a long beard, who is sitting in heaven, scoring the fall of each sparrow is ridiculous. But if ""God"" understands the set of physical laws that govern the universe, then it is clear that God exists."	es
The members of each class accept as an ideal respectability the fashionable lifestyle in the class just above theirs, and they apply their energies in order to reach this ideal.	fr
The poor fox had a mane. It was recognized by the fact that he no longer had a hair on his normally bushy tail and looked bad at all. We therefore lay out food with a vaccine that should help him get well again.	de
If a black stone occupies the last freedom of a white stone, it is captured and removed from the table. This capture will be a point to be deducted from the final count of white.	ru
I know that you are part of me and I am part of you because we are all aspects of the same infinite consciousness that we call God and creation.	es
Let's start with capitalism, a widely old -fashioned word. We now refer to the market system. This minimized change - even removes - the role of wealth in the economic and social system. And he gets rid of the negative connotation that dates back to Marx. Instead of capital owners or their power at power, we have the admirably impersonal role of market forces. It would be difficult to imagine a more terminology change in the interest of those to whom money gives power.	fr
I choose my friends for their good aspects, my acquaintances for their good characters, and my enemies for their intellects. A man cannot be too careful in the choice of his enemies.	es
They heard that in the neighboring kingdom, a seven -member dragon was up to mischief and that the king had promised his daughter to the woman to the woman who would free the land from this flage.	de
If the earth were closer to the sun, it would be too hot than that there could be life and if it were further away, it would be too cold.	de
"Welcome.""I'm Honda. I have a reservation for 10.""""Thank you for coming. Today, we will provide a taxi service. It will take a little more because the taxi arrives, therefore, to please, wait here, if you don't mind.""""Okay then, I'm going to smoke a cigarette while I wait."""	ru
The subtlety of the means used to create this modern empire would make Roman centurions blush, the Spanish conquistadors and the European colonial powers (…) today we no longer wear the sword. We do not wear armor or distinctive costume (…) This is how the system works. They rarely commit illegal acts, because the system itself is based on the subterfuge and is legitimate by definition.	fr
Some say that abstention is the only option to improve current politics, but that is a utopia: politicians are not going to do self -criticism for it and those who vote will be those who decide the future.	es
